deplacement (mm);charge (N)
   8.680; 677.3  
   8.700; 670.2  
   8.720; 661.4  
   8.740; 651.6  
   8.760; 637.1  
   8.780; 617.1  
   8.800; 585.1  
   8.820; 523.7  
   8.840; 445.0  
   8.860; 397.2  
   8.880; 375.5  
   8.900; 362.0  
   8.920; 352.5  
   8.940; 346.7  
   8.960; 342.6  
   8.980; 339.1  
   9.000; 337.4  
   9.020; 335.9  
   9.040; 334.4  
   9.060; 333.0  
   9.080; 331.3  
   9.100; 329.8  
   9.120; 327.8  
   9.140; 325.8  
   9.160; 323.7  
   9.180; 321.2  
   9.200; 318.3  
   9.220; 315.6  
   9.240; 313.6  
   9.260; 311.3  
   9.280; 310.4  
   9.300; 308.5  
   9.320; 307.6  
   9.340; 305.8  
   9.360; 304.1  
   9.380; 302.3  
   9.400; 300.9  
   9.420; 298.9  
   9.440; 297.7  
   9.460; 296.1  
   9.480; 294.2  
   9.500; 292.6  
   9.520; 291.4  
   9.540; 289.6  
   9.560; 288.5  
   9.580; 287.0  
   9.600; 285.8  
   9.620; 284.2  
   9.640; 282.7  
   9.660; 281.3  
   9.680; 279.2  
   9.700; 277.0  
   9.720; 274.3  
   9.740; 272.0  
   9.760; 269.1  
   9.780; 267.0  
   9.800; 263.9  
   9.820; 261.8  
   9.840; 259.0  
   9.860; 256.7  
   9.880; 253.8  
   9.900; 251.8  
   9.920; 248.8  
   9.940; 245.9  
   9.960; 242.4  
   9.980; 238.8  
  10.00 ; 235.3  
  10.02 ; 231.1  
  10.04 ; 227.1  
  10.06 ; 223.9  
  10.08 ; 219.9  
  10.10 ; 215.0  
  10.12 ; 208.9  
  10.14 ; 201.1  
  10.16 ; 193.0  
  10.18 ; 182.8  
  10.20 ; 169.5  
  10.22 ; 152.8  
  10.24 ; 135.4  
  10.26 ; 113.8  
  10.28 ;  99.02 
  10.30 ;  90.92 
  10.32 ;  89.70 
  10.34 ;  89.24 
  10.36 ;  90.01 
  10.38 ;  90.77 
  10.40 ;  91.53 
  10.42 ;  92.30 
  10.44 ;  93.22 
  10.46 ;  93.52 
  10.48 ;  94.13 
  10.50 ;  95.20 
  10.52 ;  95.81 
  10.54 ;  95.97 
  10.56 ;  96.42 
  10.58 ;  97.19 
  10.60 ;  97.80 
  10.62 ;  97.80 
  10.64 ;  97.95 
  10.66 ;  98.11 
  10.68 ;  98.26 
  10.70 ;  98.41 
  10.72 ;  98.41 
  10.74 ;  98.56 
  10.76 ;  98.41 
  10.78 ;  98.72 
  10.80 ;  98.41 
  10.82 ;  98.56 
  10.84 ;  98.56 
  10.86 ;  98.56 
  10.88 ;  98.56 
  10.90 ;  98.87 
  10.92 ;  98.56 
  10.94 ;  99.17 
  10.96 ;  99.02 
  10.98 ;  99.48 
  11.00 ;  99.48 
  11.02 ;  99.33 
  11.04 ;  99.63 
  11.06 ;  99.63 
  11.08 ;  99.33 
  11.10 ;  99.63 
  11.12 ;  99.17 
  11.14 ;  98.87 
  11.16 ;  99.02 
  11.18 ;  98.87 
  11.20 ;  98.72 
  11.22 ;  98.72 
  11.24 ;  99.17 
  11.26 ;  98.56 
  11.28 ;  98.41 
  11.30 ;  98.26 
  11.32 ;  98.26 
  11.34 ;  97.80 
  11.36 ;  97.80 
  11.38 ;  96.73 
  11.40 ;  96.88 
  11.42 ;  96.12 
  11.44 ;  95.97 
  11.46 ;  95.35 
  11.48 ;  95.20 
  11.50 ;  94.59 
  11.52 ;  94.28 
  11.54 ;  93.67 
  11.56 ;  93.37 
  11.58 ;  92.60 
  11.60 ;  91.38 
  11.62 ;  90.92 
  11.64 ;  89.39 
  11.66 ;  88.63 
  11.68 ;  88.17 
  11.70 ;  86.95 
  11.72 ;  85.88 
  11.74 ;  84.96 
  11.76 ;  83.13 
  11.78 ;  81.91 
  11.80 ;  80.07 
  11.82 ;  79.00 
  11.84 ;  77.17 
  11.86 ;  75.95 
  11.88 ;  72.59 
  11.90 ;  70.29 
  11.92 ;  64.33 
  11.94 ;  59.14 
  11.96 ;  57.61 
  11.98 ;  57.46 
  12.00 ;  57.15 
  12.02 ;  57.61 
  12.04 ;  57.61 
  12.06 ;  58.22 
  12.08 ;  58.37 
  12.10 ;  58.83 
  12.12 ;  58.68 
  12.14 ;  58.53 
  12.16 ;  59.14 
  12.18 ;  58.99 
  12.20 ;  59.14 
  12.22 ;  58.99 
  12.24 ;  59.14 
  12.26 ;  58.68 
  12.28 ;  59.14 
  12.30 ;  58.99 
  12.32 ;  58.99 
  12.34 ;  58.99 
  12.36 ;  58.99 
  12.38 ;  58.99 
  12.40 ;  58.99 
  12.42 ;  58.83 
  12.44 ;  58.99 
  12.46 ;  59.14 
  12.48 ;  58.99 
  12.50 ;  58.99 
  12.52 ;  59.14 
  12.54 ;  58.83 
  12.56 ;  58.99 
  12.58 ;  58.83 
  12.60 ;  58.53 
  12.62 ;  58.99 
  12.64 ;  58.99 
  12.66 ;  59.14 
  12.68 ;  58.68 
  12.70 ;  58.99 
  12.72 ;  58.68 
  12.74 ;  59.14 
  12.76 ;  58.99 
  12.78 ;  59.14 
  12.80 ;  58.99 
  12.82 ;  59.14 
  12.84 ;  59.14 
  12.86 ;  58.99 
  12.88 ;  59.14 
  12.90 ;  58.99 
  12.92 ;  59.14 
  12.94 ;  59.29 
  12.96 ;  59.14 
  12.98 ;  59.29 
  13.00 ;  59.29 
  13.02 ;  59.14 
  13.04 ;  59.14 
  13.06 ;  59.14 
  13.08 ;  59.14 
  13.10 ;  58.83 
  13.12 ;  58.99 
  13.14 ;  58.83 
  13.16 ;  59.14 
  13.18 ;  58.99 
  13.20 ;  58.99 
  13.22 ;  58.53 
  13.24 ;  58.83 
  13.26 ;  58.22 
  13.28 ;  58.53 
  13.30 ;  58.22 
  13.32 ;  58.22 
  13.34 ;  58.07 
  13.36 ;  58.37 
  13.38 ;  58.22 
  13.40 ;  58.22 
  13.42 ;  57.92 
  13.44 ;  58.37 
  13.46 ;  57.92 
  13.48 ;  58.37 
  13.50 ;  58.07 
  13.52 ;  58.22 
  13.54 ;  57.92 
  13.56 ;  57.92 
  13.58 ;  57.61 
  13.60 ;  57.61 
  13.62 ;  57.46 
  13.64 ;  57.15 
  13.66 ;  57.15 
  13.68 ;  56.85 
  13.70 ;  56.69 
  13.72 ;  56.54 
  13.74 ;  57.46 
  13.76 ;  57.15 
  13.78 ;  57.46 
  13.80 ;  56.85 
  13.82 ;  56.85 
  13.84 ;  57.15 
  13.86 ;  57.30 
  13.88 ;  57.61 
  13.90 ;  58.22 
  13.92 ;  58.22 
  13.94 ;  58.37 
  13.96 ;  58.22 
  13.98 ;  58.07 
  14.00 ;  58.22 
  14.02 ;  57.46 
  14.04 ;  57.00 
  14.06 ;  57.46 
  14.08 ;  57.61 
  14.10 ;  57.30 
  14.12 ;  57.46 
  14.14 ;  57.15 
  14.16 ;  57.61 
  14.18 ;  57.46 
  14.20 ;  57.30 
  14.22 ;  57.61 
  14.24 ;  57.92 
  14.26 ;  57.30 
  14.28 ;  57.76 
  14.30 ;  57.92 
  14.32 ;  58.37 
  14.34 ;  58.07 
  14.36 ;  58.68 
  14.38 ;  58.37 
  14.40 ;  58.53 
  14.42 ;  58.83 
  14.44 ;  58.99 
  14.46 ;  59.29 
  14.48 ;  59.29 
  14.50 ;  59.44 
  14.52 ;  59.44 
  14.54 ;  59.60 
  14.56 ;  59.90 
  14.58 ;  60.36 
  14.60 ;  60.51 
  14.62 ;  60.82 
  14.64 ;  60.97 
  14.66 ;  61.43 
  14.68 ;  61.43 
  14.70 ;  61.43 
  14.72 ;  61.58 
  14.74 ;  61.74 
  14.76 ;  61.74 
  14.78 ;  61.74 
  14.80 ;  61.58 
  14.82 ;  61.58 
  14.84 ;  61.58 
  14.86 ;  61.74 
  14.88 ;  61.89 
  14.90 ;  62.19 
  14.92 ;  62.04 
  14.94 ;  62.19 
  14.96 ;  62.35 
  14.98 ;  62.19 
  15.00 ;  62.65 
  15.02 ;  62.81 
  15.04 ;  62.81 
  15.06 ;  62.96 
  15.08 ;  62.96 
  15.10 ;  62.81 
  15.12 ;  63.42 
  15.14 ;  63.26 
  15.16 ;  63.57 
  15.18 ;  63.57 
  15.20 ;  63.72 
  15.22 ;  63.57 
  15.24 ;  63.88 
  15.26 ;  63.72 
  15.28 ;  63.88 
  15.30 ;  63.72 
  15.32 ;  64.03 
  15.34 ;  63.72 
  15.36 ;  64.03 
  15.38 ;  64.03 
  15.40 ;  64.18 
  15.42 ;  63.88 
  15.44 ;  64.03 
  15.46 ;  64.03 
  15.48 ;  64.03 
  15.50 ;  64.03 
  15.52 ;  64.18 
  15.54 ;  64.18 
  15.56 ;  64.33 
  15.58 ;  64.64 
  15.60 ;  64.49 
  15.62 ;  64.49 
  15.64 ;  64.79 
  15.66 ;  64.94 
  15.68 ;  64.94 
  15.70 ;  65.25 
  15.72 ;  64.94 
  15.74 ;  65.56 
  15.76 ;  65.25 
  15.78 ;  65.86 
  15.80 ;  65.40 
  15.82 ;  66.01 
  15.84 ;  65.25 
  15.86 ;  65.71 
  15.88 ;  65.25 
  15.90 ;  65.86 
  15.92 ;  65.25 
  15.94 ;  65.71 
  15.96 ;  65.86 
  15.98 ;  65.71 
  16.00 ;  65.71 
  16.02 ;  65.86 
  16.04 ;  66.01 
  16.06 ;  66.32 
  16.08 ;  66.17 
  16.10 ;  66.32 
  16.12 ;  66.01 
  16.14 ;  66.32 
  16.16 ;  66.47 
  16.18 ;  66.47 
  16.20 ;  66.47 
  16.22 ;  66.47 
  16.24 ;  66.63 
  16.26 ;  66.47 
  16.28 ;  66.93 
  16.30 ;  66.47 
  16.32 ;  66.78 
  16.34 ;  66.47 
  16.36 ;  66.63 
  16.38 ;  66.63 
  16.40 ;  66.63 
  16.42 ;  66.63 
  16.44 ;  66.78 
  16.46 ;  66.63 
  16.48 ;  66.63 
  16.50 ;  66.63 
  16.52 ;  66.93 
  16.54 ;  66.63 
  16.56 ;  66.78 
  16.58 ;  66.78 
  16.60 ;  66.78 
  16.62 ;  66.93 
  16.64 ;  66.78 
  16.66 ;  67.08 
  16.68 ;  67.08 
  16.70 ;  67.24 
  16.72 ;  66.93 
  16.74 ;  67.85 
  16.76 ;  67.24 
  16.78 ;  67.39 
  16.80 ;  67.24 
  16.82 ;  67.24 
  16.84 ;  67.39 
  16.86 ;  67.39 
  16.88 ;  67.08 
  16.90 ;  67.54 
  16.92 ;  66.93 
  16.94 ;  67.54 
  16.96 ;  66.93 
  16.98 ;  67.08 
  17.00 ;  67.39 
  17.02 ;  67.39 
  17.04 ;  67.24 
  17.06 ;  67.54 
  17.08 ;  67.08 
  17.10 ;  67.39 
  17.12 ;  67.39 
  17.14 ;  67.39 
  17.16 ;  67.54 
  17.18 ;  67.08 
  17.20 ;  67.54 
  17.22 ;  66.93 
  17.24 ;  67.24 
  17.26 ;  66.93 
  17.28 ;  66.93 
  17.30 ;  66.63 
  17.32 ;  66.63 
  17.34 ;  66.32 
  17.36 ;  66.63 
  17.38 ;  66.47 
  17.40 ;  66.47 
  17.42 ;  66.32 
  17.44 ;  66.01 
  17.46 ;  65.10 
  17.48 ;  64.49 
  17.50 ;  64.03 
  17.52 ;  63.72 
  17.54 ;  61.89 
  17.56 ;  60.97 
  17.58 ;  59.29 
  17.60 ;  55.62 
  17.62 ;  52.26 
  17.64 ;  31.94 
  17.66 ;  31.33 
  17.68 ;  30.56 
  17.70 ;  30.56 
  17.72 ;  30.26 
  17.74 ;  30.72 
  17.76 ;  30.41 
  17.78 ;  30.72 
  17.80 ;  30.56 
  17.82 ;  30.72 
  17.84 ;  30.41 
  17.86 ;  30.56 
  17.88 ;  30.56 
  17.90 ;  30.56 
  17.92 ;  30.56 
  17.94 ;  31.02 
  17.96 ;  30.87 
  17.98 ;  31.17 
  18.00 ;  30.87 
  18.02 ;  31.17 
  18.04 ;  31.33 
  18.06 ;  31.17 
  18.08 ;  31.33 
  18.10 ;  31.33 
  18.12 ;  31.63 
  18.14 ;  31.48 
  18.16 ;  31.63 
  18.18 ;  31.94 
  18.20 ;  31.78 
  18.22 ;  31.78 
  18.24 ;  31.94 
  18.26 ;  31.33 
  18.28 ;  31.78 
  18.30 ;  31.63 
  18.32 ;  32.09 
  18.34 ;  31.78 
  18.36 ;  31.63 
  18.38 ;  32.24 
  18.40 ;  31.78 
  18.42 ;  31.94 
  18.44 ;  32.24 
  18.46 ;  32.09 
  18.48 ;  32.24 
  18.50 ;  30.87 
  18.52 ;  31.48 
  18.54 ;  31.33 
  18.56 ;  31.48 
  18.58 ;  28.73 
  18.60 ;  23.69 
  18.62 ;  14.52 
  18.64 ;  -1.528
  18.66 ; -15.59 
  18.68 ; -18.34 
  18.70 ;  -9.933
  18.72 ;  -6.571
  18.74 ; -16.05 
  18.76 ; -29.34 
  18.78 ; -33.31 
  18.80 ; -33.01 
  18.82 ; -36.98 
  18.84 ; -33.62 
  18.86 ; -29.65 
  18.88 ; -15.89 
  18.90 ;  -1.375
  18.92 ;   6.265
  18.94 ;  -6.571
  18.96 ; -22.31 
  18.98 ; -29.34 
  19.00 ; -30.87 
  19.02 ;  -4.890
  19.04 ;   4.279
  19.06 ;  12.84 

