deplacement (mm);charge (N)
   4.560; 682.9  
   4.580; 689.6  
   4.600; 695.9  
   4.620; 702.0  
   4.640; 708.0  
   4.660; 714.1  
   4.680; 721.0  
   4.700; 726.8  
   4.720; 733.2  
   4.740; 739.8  
   4.760; 745.9  
   4.780; 752.4  
   4.800; 759.2  
   4.820; 766.2  
   4.840; 772.8  
   4.860; 779.2  
   4.880; 785.9  
   4.900; 792.9  
   4.920; 799.8  
   4.940; 806.8  
   4.960; 813.7  
   4.980; 820.9  
   5.000; 827.9  
   5.020; 835.1  
   5.040; 842.3  
   5.060; 849.0  
   5.080; 856.5  
   5.100; 863.7  
   5.120; 871.3  
   5.140; 878.5  
   5.160; 886.0  
   5.180; 893.8  
   5.200; 901.0  
   5.220; 908.2  
   5.240; 915.8  
   5.260; 923.4  
   5.280; 930.8  
   5.300; 938.3  
   5.320; 946.2  
   5.340; 953.7  
   5.360; 961.6  
   5.380; 969.0  
   5.400; 976.6  
   5.420; 984.1  
   5.440; 992.1  
   5.460; 999.4  
   5.480;1008    
   5.500;1016    
   5.520;1024    
   5.540;1031    
   5.560;1039    
   5.580;1047    
   5.600;1055    
   5.620;1063    
   5.640;1071    
   5.660;1079    
   5.680;1088    
   5.700;1096    
   5.720;1104    
   5.740;1112    
   5.760;1120    
   5.780;1129    
   5.800;1137    
   5.820;1146    
   5.840;1154    
   5.860;1163    
   5.880;1171    
   5.900;1180    
   5.920;1188    
   5.940;1197    
   5.960;1205    
   5.980;1214    
   6.000;1223    
   6.020;1232    
   6.040;1240    
   6.060;1250    
   6.080;1259    
   6.100;1267    
   6.120;1276    
   6.140;1285    
   6.160;1294    
   6.180;1303    
   6.200;1311    
   6.220;1320    
   6.240;1329    
   6.260;1338    
   6.280;1347    
   6.300;1356    
   6.320;1365    
   6.340;1374    
   6.360;1383    
   6.380;1392    
   6.400;1401    
   6.420;1410    
   6.440;1419    
   6.460;1428    
   6.480;1437    
   6.500;1446    
   6.520;1455    
   6.540;1464    
   6.560;1473    
   6.580;1483    
   6.600;1492    
   6.620;1501    
   6.640;1510    
   6.660;1519    
   6.680;1528    
   6.700;1537    
   6.720;1546    
   6.740;1555    
   6.760;1564    
   6.780;1574    
   6.800;1583    
   6.820;1592    
   6.840;1601    
   6.860;1610    
   6.880;1619    
   6.900;1629    
   6.920;1638    
   6.940;1647    
   6.960;1656    
   6.980;1665    
   7.000;1674    
   7.020;1684    
   7.040;1692    
   7.060;1701    
   7.080;1710    
   7.100;1719    
   7.120;1728    
   7.140;1738    
   7.160;1746    
   7.180;1755    
   7.200;1764    
   7.220;1773    
   7.240;1782    
   7.260;1791    
   7.280;1799    
   7.300;1808    
   7.320;1817    
   7.340;1826    
   7.360;1834    
   7.380;1842    
   7.400;1851    
   7.420;1859    
   7.440;1867    
   7.460;1875    
   7.480;1883    
   7.500;1892    
   7.520;1900    
   7.540;1908    
   7.560;1916    
   7.580;1923    
   7.600;1931    
   7.620;1939    
   7.640;1946    
   7.660;1954    
   7.680;1961    
   7.700;1968    
   7.720;1976    
   7.740;1983    
   7.760;1990    
   7.780;1996    
   7.800;2003    
   7.820;2010    
   7.840;2016    
   7.860;2023    
   7.880;2029    
   7.900;2035    
   7.920;2040    
   7.940;2046    
   7.960;2051    
   7.980;2057    
   8.000;2062    
   8.020;2068    
   8.040;2072    
   8.060;2077    
   8.080;2081    
   8.100;2085    
   8.120;2088    
   8.140;2092    
   8.160;2096    
   8.180;2098    
   8.200;2101    
   8.220;2102    
   8.240;2104    
   8.260;2105    
   8.280;2106    
   8.300;2105    
   8.320;2104    
   8.340;2100    
   8.360;2091    
   8.380;2070    

