deplacement (mm)	charge (N)
   4.900	 318.2  
   4.920	 310.5  
   4.940	 304.9  
   4.960	 301.0  
   4.980	 297.8  
   5.000	 294.3  
   5.020	 292.0  
   5.040	 288.2  
   5.060	 285.5  
   5.080	 281.8  
   5.100	 277.0  
   5.120	 270.8  
   5.140	 264.2  
   5.160	 253.1  
   5.180	 219.7  
   5.200	 191.5  
   5.220	 183.5  
   5.240	 179.1  
   5.260	 175.3  
   5.280	 171.9  
   5.300	 170.5  
   5.320	 169.5  
   5.340	 168.9  
   5.360	 169.0  
   5.380	 168.6  
   5.400	 168.4  
   5.420	 168.2  
   5.440	 167.9  
   5.460	 164.9  
   5.480	 163.7  
   5.500	 162.1  
   5.520	 162.0  
   5.540	 161.4  
   5.560	 161.2  
   5.580	 160.1  
   5.600	 159.5  
   5.620	 159.2  
   5.640	 158.6  
   5.660	 158.0  
   5.680	 157.4  
   5.700	 156.8  
   5.720	 155.7  
   5.740	 153.9  
   5.760	 151.4  
   5.780	 147.2  
   5.800	 112.9  
   5.820	  91.08 

