deplacement (mm)	charge (N)
   3.660	 691.0  
   3.680	 698.5  
   3.700	 705.7  
   3.720	 713.2  
   3.740	 721.3  
   3.760	 728.8  
   3.780	 736.1  
   3.800	 743.9  
   3.820	 751.1  
   3.840	 758.4  
   3.860	 766.0  
   3.880	 773.2  
   3.900	 780.6  
   3.920	 787.7  
   3.940	 795.5  
   3.960	 802.6  
   3.980	 809.6  
   4.000	 816.6  
   4.020	 824.6  
   4.040	 831.4  
   4.060	 838.6  
   4.080	 845.7  
   4.100	 853.6  
   4.120	 860.3  
   4.140	 867.8  
   4.160	 874.1  
   4.180	 881.7  
   4.200	 888.8  
   4.220	 895.6  
   4.240	 902.7  
   4.260	 910.1  
   4.280	 917.0  
   4.300	 923.9  
   4.320	 931.4  
   4.340	 938.4  
   4.360	 945.1  
   4.380	 952.9  
   4.400	 959.8  
   4.420	 966.7  
   4.440	 973.9  
   4.460	 981.4  
   4.480	 988.4  
   4.500	 995.4  
   4.520	1002    
   4.540	1010    
   4.560	1017    
   4.580	1024    
   4.600	1031    
   4.620	1038    
   4.640	1045    
   4.660	1051    
   4.680	1059    
   4.700	1066    
   4.720	1072    
   4.740	1079    
   4.760	1087    
   4.780	1094    
   4.800	1100    
   4.820	1107    
   4.840	1114    
   4.860	1121    
   4.880	1128    
   4.900	1135    
   4.920	1141    
   4.940	1148    
   4.960	1156    
   4.980	1162    
   5.000	1169    
   5.020	1176    
   5.040	1184    
   5.060	1191    
   5.080	1198    
   5.100	1206    
   5.120	1213    
   5.140	1220    
   5.160	1227    
   5.180	1234    
   5.200	1241    
   5.220	1248    
   5.240	1255    
   5.260	1263    
   5.280	1270    
   5.300	1277    
   5.320	1284    
   5.340	1291    
   5.360	1298    
   5.380	1305    
   5.400	1312    
   5.420	1319    
   5.440	1326    
   5.460	1333    
   5.480	1340    
   5.500	1347    
   5.520	1354    
   5.540	1361    
   5.560	1368    
   5.580	1375    
   5.600	1382    
   5.620	1389    
   5.640	1396    
   5.660	1403    
   5.680	1409    
   5.700	1416    
   5.720	1423    
   5.740	1429    
   5.760	1437    
   5.780	1443    
   5.800	1450    
   5.820	1457    
   5.840	1463    
   5.860	1470    
   5.880	1476    
   5.900	1483    
   5.920	1490    
   5.940	1496    
   5.960	1503    
   5.980	1509    
   6.000	1516    
   6.020	1522    
   6.040	1529    
   6.060	1536    
   6.080	1542    
   6.100	1549    
   6.120	1556    
   6.140	1562    
   6.160	1569    
   6.180	1576    
   6.200	1582    
   6.220	1589    
   6.240	1596    
   6.260	1602    
   6.280	1609    
   6.300	1615    
   6.320	1621    
   6.340	1627    
   6.360	1633    
   6.380	1640    
   6.400	1646    
   6.420	1652    
   6.440	1658    
   6.460	1659    
   6.480	1654    
   6.500	1654    
   6.520	1657    
   6.540	1661    
   6.560	1666    
   6.580	1671    
   6.600	1678    
   6.620	1684    
   6.640	1690    
   6.660	1696    
   6.680	1702    
   6.700	1708    
   6.720	1715    
   6.740	1721    
   6.760	1726    
   6.780	1733    
   6.800	1739    
   6.820	1745    
   6.840	1750    
   6.860	1756    
   6.880	1762    
   6.900	1768    
   6.920	1773    
   6.940	1779    
   6.960	1784    
   6.980	1790    
   7.000	1795    
   7.020	1800    
   7.040	1805    
   7.060	1811    
   7.080	1815    
   7.100	1821    
   7.120	1825    
   7.140	1829    
   7.160	1832    
   7.180	1836    
   7.200	1838    
   7.220	1842    
   7.240	1844    
   7.260	1848    
   7.280	1851    
   7.300	1853    
   7.320	1856    
   7.340	1858    
   7.360	1857    

