deplacement (mm)	charge (N)
   3.880	 394.1  
   3.900	 396.7  
   3.920	 399.1  
   3.940	 401.4  
   3.960	 404.0  
   3.980	 406.6  
   4.000	 409.4  
   4.020	 411.8  
   4.040	 414.4  
   4.060	 417.2  
   4.080	 419.8  
   4.100	 422.2  
   4.120	 424.5  
   4.140	 427.1  
   4.160	 429.9  
   4.180	 432.2  
   4.200	 434.6  
   4.220	 437.0  
   4.240	 439.5  
   4.260	 441.9  
   4.280	 444.4  
   4.300	 446.7  
   4.320	 449.0  
   4.340	 451.4  
   4.360	 453.7  
   4.380	 456.1  
   4.400	 458.6  
   4.420	 461.0  
   4.440	 463.3  
   4.460	 465.8  
   4.480	 468.1  
   4.500	 470.2  
   4.520	 472.6  
   4.540	 474.8  
   4.560	 477.2  
   4.580	 479.5  
   4.600	 481.5  
   4.620	 483.6  
   4.640	 486.1  
   4.660	 488.2  
   4.680	 490.5  
   4.700	 492.5  
   4.720	 495.0  
   4.740	 497.1  
   4.760	 499.1  
   4.780	 500.6  
   4.800	 502.1  
   4.820	 504.1  
   4.840	 506.1  
   4.860	 508.1  
   4.880	 509.9  
   4.900	 511.8  
   4.920	 513.6  
   4.940	 515.7  
   4.960	 517.6  
   4.980	 519.4  
   5.000	 521.5  
   5.020	 523.5  
   5.040	 525.5  
   5.060	 527.0  
   5.080	 529.0  
   5.100	 530.9  
   5.120	 532.5  
   5.140	 534.2  
   5.160	 536.1  
   5.180	 537.9  
   5.200	 539.7  
   5.220	 541.3  
   5.240	 543.1  
   5.260	 544.6  
   5.280	 546.3  
   5.300	 548.0  
   5.320	 549.7  
   5.340	 551.3  
   5.360	 553.0  
   5.380	 554.6  
   5.400	 556.1  
   5.420	 557.8  
   5.440	 559.3  
   5.460	 561.0  
   5.480	 562.5  
   5.500	 564.2  
   5.520	 565.7  
   5.540	 567.2  
   5.560	 568.6  
   5.580	 570.1  
   5.600	 571.5  
   5.620	 573.0  
   5.640	 574.6  
   5.660	 576.1  
   5.680	 577.5  
   5.700	 578.7  
   5.720	 580.4  
   5.740	 581.4  
   5.760	 583.0  
   5.780	 584.0  
   5.800	 585.6  
   5.820	 586.9  
   5.840	 588.3  
   5.860	 589.5  
   5.880	 590.9  
   5.900	 592.0  
   5.920	 593.4  
   5.940	 595.0  
   5.960	 596.1  
   5.980	 597.3  
   6.000	 598.6  
   6.020	 599.9  
   6.040	 601.0  
   6.060	 601.9  
   6.080	 603.1  
   6.100	 604.4  
   6.120	 605.4  
   6.140	 606.5  
   6.160	 607.7  
   6.180	 608.8  
   6.200	 609.9  
   6.220	 610.9  
   6.240	 612.0  
   6.260	 612.9  
   6.280	 614.0  
   6.300	 614.6  
   6.320	 615.4  
   6.340	 616.1  
   6.360	 616.9  
   6.380	 617.7  
   6.400	 618.7  
   6.420	 619.5  
   6.440	 620.1  
   6.460	 621.0  
   6.480	 621.6  
   6.500	 622.6  
   6.520	 623.5  
   6.540	 624.4  
   6.560	 625.0  
   6.580	 625.9  
   6.600	 626.7  
   6.620	 627.0  
   6.640	 627.6  
   6.660	 628.2  
   6.680	 629.0  
   6.700	 629.7  
   6.720	 630.5  
   6.740	 631.3  
   6.760	 631.9  
   6.780	 632.2  
   6.800	 632.6  
   6.820	 633.3  
   6.840	 634.0  
   6.860	 634.5  
   6.880	 634.9  
   6.900	 635.7  
   6.920	 636.3  
   6.940	 636.8  
   6.960	 636.9  
   6.980	 636.8  
   7.000	 636.6  
   7.020	 636.6  
   7.040	 636.3  
   7.060	 636.0  
   7.080	 635.7  
   7.100	 635.5  
   7.120	 635.5  
   7.140	 635.5  
   7.160	 635.5  
   7.180	 635.5  
   7.200	 635.4  
   7.220	 635.1  
   7.240	 635.1  
   7.260	 635.1  
   7.280	 635.1  
   7.300	 635.1  
   7.320	 635.1  
   7.340	 635.1  
   7.360	 635.2  
   7.380	 635.5  
   7.400	 636.0  
   7.420	 636.5  
   7.440	 636.9  
   7.460	 637.4  
   7.480	 637.7  
   7.500	 638.4  
   7.520	 639.1  
   7.540	 639.7  
   7.560	 640.4  
   7.580	 640.9  
   7.600	 641.5  
   7.620	 641.8  
   7.640	 642.1  
   7.660	 642.6  
   7.680	 643.2  
   7.700	 643.6  
   7.720	 644.1  
   7.740	 644.4  
   7.760	 644.6  
   7.780	 644.7  
   7.800	 644.7  
   7.820	 644.7  
   7.840	 644.7  
   7.860	 644.6  
   7.880	 644.6  
   7.900	 644.4  
   7.920	 644.3  
   7.940	 643.8  
   7.960	 643.5  
   7.980	 643.2  
   8.000	 642.9  
   8.020	 642.0  
   8.040	 641.0  
   8.060	 640.0  
   8.080	 639.1  
   8.100	 637.7  
   8.120	 636.6  
   8.140	 635.2  
   8.160	 634.3  
   8.180	 633.1  
   8.200	 632.2  
   8.220	 631.1  
   8.240	 630.0  
   8.260	 629.1  
   8.280	 628.2  
   8.300	 627.4  
   8.320	 626.7  
   8.340	 626.1  
   8.360	 625.5  
   8.380	 624.7  
   8.400	 624.2  
   8.420	 623.9  
   8.440	 623.6  
   8.460	 623.5  
   8.480	 623.3  
   8.500	 623.2  
   8.520	 623.0  
   8.540	 622.9  
   8.560	 622.9  
   8.580	 622.7  
   8.600	 622.6  
   8.620	 622.7  
   8.640	 622.9  
   8.660	 623.0  
   8.680	 623.0  
   8.700	 623.0  
   8.720	 623.2  
   8.740	 623.2  
   8.760	 623.2  
   8.780	 623.2  
   8.800	 623.2  
   8.820	 623.0  
   8.840	 622.4  
   8.860	 621.8  
   8.880	 620.9  
   8.900	 619.7  
   8.920	 617.7  
   8.940	 612.8  
   8.960	 604.2  

