deplacement (mm);charge (N)
   3.900; 406.8  
   3.920; 410.6  
   3.940; 414.1  
   3.960; 417.6  
   3.980; 420.2  
   4.000; 423.0  
   4.020; 426.2  
   4.040; 429.4  
   4.060; 432.5  
   4.080; 435.7  
   4.100; 439.2  
   4.120; 442.7  
   4.140; 446.1  
   4.160; 449.7  
   4.180; 453.5  
   4.200; 457.4  
   4.220; 461.2  
   4.240; 464.7  
   4.260; 468.4  
   4.280; 472.3  
   4.300; 476.2  
   4.320; 480.0  
   4.340; 484.0  
   4.360; 487.5  
   4.380; 490.5  
   4.400; 491.4  
   4.420; 494.2  
   4.440; 496.3  
   4.460; 499.7  
   4.480; 503.1  
   4.500; 507.0  
   4.520; 510.7  
   4.540; 514.4  
   4.560; 517.9  
   4.580; 521.4  
   4.600; 525.2  
   4.620; 529.0  
   4.640; 533.0  
   4.660; 536.8  
   4.680; 540.3  
   4.700; 543.9  
   4.720; 547.7  
   4.740; 551.3  
   4.760; 555.0  
   4.780; 558.7  
   4.800; 562.5  
   4.820; 566.2  
   4.840; 569.7  
   4.860; 573.7  
   4.880; 577.2  
   4.900; 580.4  
   4.920; 584.2  
   4.940; 587.6  
   4.960; 590.9  
   4.980; 594.1  
   5.000; 597.2  
   5.020; 600.4  
   5.040; 603.8  
   5.060; 607.0  
   5.080; 610.3  
   5.100; 613.7  
   5.120; 616.9  
   5.140; 620.1  
   5.160; 622.9  
   5.180; 572.6  
   5.200; 535.3  
   5.220; 475.6  
   5.240; 431.2  
   5.260; 400.4  
   5.280; 384.8  
   5.300; 374.1  
   5.320; 368.1  
   5.340; 365.7  
   5.360; 365.4  
   5.380; 367.5  
   5.400; 369.5  
   5.420; 371.6  
   5.440; 375.3  
   5.460; 379.0  
   5.480; 382.5  
   5.500; 386.6  
   5.520; 390.6  
   5.540; 395.3  
   5.560; 398.7  
   5.580; 402.4  
   5.600; 407.1  
   5.620; 410.8  
   5.640; 414.4  
   5.660; 417.9  
   5.680; 421.8  
   5.700; 420.7  
   5.720; 416.6  
   5.740; 414.0  
   5.760; 414.3  
   5.780; 414.9  
   5.800; 416.4  
   5.820; 418.1  
   5.840; 420.5  
   5.860; 422.8  
   5.880; 424.5  
   5.900; 425.9  
   5.920; 427.4  
   5.940; 429.6  
   5.960; 431.7  
   5.980; 434.0  
   6.000; 436.6  
   6.020; 438.9  
   6.040; 441.0  
   6.060; 443.5  
   6.080; 445.6  
   6.100; 447.6  
   6.120; 447.6  
   6.140; 425.9  
   6.160; 410.6  
   6.180; 404.5  
